british_s01_341|nine rows of soldiers stood in a line|nine rows of soldiers stood in a line|{"speaker": "british_s01", "accent": "british"}
american_s05_341|nine rows of soldiers stood in a line|nine rows of soldiers stood in a line|{"speaker": "american_s05", "accent": "american"}
australian_s01_341|nine rows of soldiers stood in a line|nine rows of soldiers stood in a line|{"speaker": "australian_s01", "accent": "australian"}
indian_s02_341|nine rows of soldiers stood in a line|nine rows of soldiers stood in a line|{"speaker": "indian_s02", "accent": "indian"}
welsh_s01_341|nine rows of soldiers stood in a line|nine rows of soldiers stood in a line|{"speaker": "welsh_s01", "accent": "welsh"}
american_s07_341|nine rows of soldiers stood in a line|nine rows of soldiers stood in a line|{"speaker": "american_s07", "accent": "american"}
indian_s01_341|nine rows of soldiers stood in a line|nine rows of soldiers stood in a line|{"speaker": "indian_s01", "accent": "indian"}
british_s02_341|nine rows of soldiers stood in a line|nine rows of soldiers stood in a line|{"speaker": "british_s02", "accent": "british"}
american_s07_284|nine men were hired to dig the ruins|nine men were hired to dig the ruins|{"speaker": "american_s07", "accent": "american"}
indian_s01_631|a six comes up more often than a ten|a six comes up more often than a ten|{"speaker": "indian_s01", "accent": "indian"}
telugu_s01_237|a yacht slid around the point into the bay|a yacht slid around the point into the bay|{"speaker": "telugu_s01", "accent": "telugu"}
telugu_s02_553|a young child should not suffer fright|a young child should not suffer fright|{"speaker": "telugu_s02", "accent": "telugu"}
malayalam_s03_703|a waxed floor makes us lose balance|a waxed floor makes us lose balance|{"speaker": "malayalam_s03", "accent": "malayalam"}
malayalam_s03_713|a waxed floor makes us lose balance|a waxed floor makes us lose balance|{"speaker": "malayalam_s03", "accent": "malayalam"}
american_s08_532|a big wet stain was on the round carpet|a big wet stain was on the round carpet|{"speaker": "american_s08", "accent": "american"}
malayalam_s02_289|a wisp of cloud hung in the blue air|a wisp of cloud hung in the blue air|{"speaker": "malayalam_s02", "accent": "malayalam"}
american_s01_532|a big wet stain was on the round carpet|a big wet stain was on the round carpet|{"speaker": "american_s01", "accent": "american"}
australian_s01_532|a big wet stain was on the round carpet|a big wet stain was on the round carpet|{"speaker": "australian_s01", "accent": "australian"}
american_s02_532|a big wet stain was on the round carpet|a big wet stain was on the round carpet|{"speaker": "american_s02", "accent": "american"}
american_s03_532|a big wet stain was on the round carpet|a big wet stain was on the round carpet|{"speaker": "american_s03", "accent": "american"}
american_s05_532|a big wet stain was on the round carpet|a big wet stain was on the round carpet|{"speaker": "american_s05", "accent": "american"}
american_s06_532|a big wet stain was on the round carpet|a big wet stain was on the round carpet|{"speaker": "american_s06", "accent": "american"}
american_s07_532|a big wet stain was on the round carpet|a big wet stain was on the round carpet|{"speaker": "american_s07", "accent": "american"}
british_s01_532|a big wet stain was on the round carpet|a big wet stain was on the round carpet|{"speaker": "british_s01", "accent": "british"}
indian_s02_531|a big wet stain was on the round carpet|a big wet stain was on the round carpet|{"speaker": "indian_s02", "accent": "indian"}
welsh_s01_532|a big wet stain was on the round carpet|a big wet stain was on the round carpet|{"speaker": "welsh_s01", "accent": "welsh"}
american_s02_522|a bowl of rice is free with chicken stew|a bowl of rice is free with chicken stew|{"speaker": "american_s02", "accent": "american"}
malayalam_s02_620|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "malayalam_s02", "accent": "malayalam"}
british_s02_208|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "british_s02", "accent": "british"}
odiya_s01_611|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "odiya_s01", "accent": "odiya"}
malayalam_s01_604|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "malayalam_s01", "accent": "malayalam"}
american_s01_208|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "american_s01", "accent": "american"}
telugu_s01_637|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "telugu_s01", "accent": "telugu"}
odiya_s01_601|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "odiya_s01", "accent": "odiya"}
telugu_s02_612|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "telugu_s02", "accent": "telugu"}
bangla_s01_601|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "bangla_s01", "accent": "bangla"}
bangla_s01_611|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "bangla_s01", "accent": "bangla"}
bangla_s01_621|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "bangla_s01", "accent": "bangla"}
bangla_s02_603|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "bangla_s02", "accent": "bangla"}
bangla_s02_623|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "bangla_s02", "accent": "bangla"}
malayalam_s03_599|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "malayalam_s03", "accent": "malayalam"}
malayalam_s03_619|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "malayalam_s03", "accent": "malayalam"}
telugu_s02_602|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "telugu_s02", "accent": "telugu"}
telugu_s02_622|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "telugu_s02", "accent": "telugu"}
american_s02_208|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "american_s02", "accent": "american"}
american_s03_208|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "american_s03", "accent": "american"}
american_s05_208|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "american_s05", "accent": "american"}
american_s06_208|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "american_s06", "accent": "american"}
american_s07_208|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "american_s07", "accent": "american"}
american_s08_208|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "american_s08", "accent": "american"}
indian_s02_208|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "indian_s02", "accent": "indian"}
odiya_s01_621|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "odiya_s01", "accent": "odiya"}
indian_s01_208|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "indian_s01", "accent": "indian"}
american_s04_208|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "american_s04", "accent": "american"}
malayalam_s03_609|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "malayalam_s03", "accent": "malayalam"}
australian_s01_208|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "australian_s01", "accent": "australian"}
malayalam_s01_624|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "malayalam_s01", "accent": "malayalam"}
malayalam_s02_600|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "malayalam_s02", "accent": "malayalam"}
malayalam_s02_610|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "malayalam_s02", "accent": "malayalam"}
bangla_s02_613|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "bangla_s02", "accent": "bangla"}
australian_s02_208|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "australian_s02", "accent": "australian"}
welsh_s01_208|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "welsh_s01", "accent": "welsh"}
british_s01_208|a blue crane is a tall wading bird|a blue crane is a tall wading bird|{"speaker": "british_s01", "accent": "british"}
malayalam_s01_281|a pound of sugar costs more than eggs|a pound of sugar costs more than eggs|{"speaker": "malayalam_s01", "accent": "malayalam"}
malayalam_s01_291|a pound of sugar costs more than eggs|a pound of sugar costs more than eggs|{"speaker": "malayalam_s01", "accent": "malayalam"}
malayalam_s01_271|a pound of sugar costs more than eggs|a pound of sugar costs more than eggs|{"speaker": "malayalam_s01", "accent": "malayalam"}
american_s06_522|a bowl of rice is free with chicken stew|a bowl of rice is free with chicken stew|{"speaker": "american_s06", "accent": "american"}
american_s04_522|a bowl of rice is free with chicken stew|a bowl of rice is free with chicken stew|{"speaker": "american_s04", "accent": "american"}
american_s05_522|a bowl of rice is free with chicken stew|a bowl of rice is free with chicken stew|{"speaker": "american_s05", "accent": "american"}
american_s07_522|a bowl of rice is free with chicken stew|a bowl of rice is free with chicken stew|{"speaker": "american_s07", "accent": "american"}
american_s08_522|a bowl of rice is free with chicken stew|a bowl of rice is free with chicken stew|{"speaker": "american_s08", "accent": "american"}
british_s01_522|a bowl of rice is free with chicken stew|a bowl of rice is free with chicken stew|{"speaker": "british_s01", "accent": "british"}
american_s03_522|a bowl of rice is free with chicken stew|a bowl of rice is free with chicken stew|{"speaker": "american_s03", "accent": "american"}
indian_s01_522|a bowl of rice is free with chicken stew|a bowl of rice is free with chicken stew|{"speaker": "indian_s01", "accent": "indian"}
telugu_s01_762|the box is held by a bright red snapper|the box is held by a bright red snapper|{"speaker": "telugu_s01", "accent": "telugu"}
american_s01_435|the boy owed his pal thirty cents|the boy owed his pal thirty cents|{"speaker": "american_s01", "accent": "american"}
american_s04_435|the boy owed his pal thirty cents|the boy owed his pal thirty cents|{"speaker": "american_s04", "accent": "american"}
american_s01_579|a break in the dam almost caused a flood|a break in the dam almost caused a flood|{"speaker": "american_s01", "accent": "american"}
american_s02_579|a break in the dam almost caused a flood|a break in the dam almost caused a flood|{"speaker": "american_s02", "accent": "american"}
american_s05_579|a break in the dam almost caused a flood|a break in the dam almost caused a flood|{"speaker": "american_s05", "accent": "american"}
american_s06_579|a break in the dam almost caused a flood|a break in the dam almost caused a flood|{"speaker": "american_s06", "accent": "american"}
american_s07_579|a break in the dam almost caused a flood|a break in the dam almost caused a flood|{"speaker": "american_s07", "accent": "american"}
american_s08_579|a break in the dam almost caused a flood|a break in the dam almost caused a flood|{"speaker": "american_s08", "accent": "american"}
indian_s02_579|a break in the dam almost caused a flood|a break in the dam almost caused a flood|{"speaker": "indian_s02", "accent": "indian"}
american_s04_579|a break in the dam almost caused a flood|a break in the dam almost caused a flood|{"speaker": "american_s04", "accent": "american"}
british_s01_579|a break in the dam almost caused a flood|a break in the dam almost caused a flood|{"speaker": "british_s01", "accent": "british"}
british_s02_579|a break in the dam almost caused a flood|a break in the dam almost caused a flood|{"speaker": "british_s02", "accent": "british"}
australian_s02_579|a break in the dam almost caused a flood|a break in the dam almost caused a flood|{"speaker": "australian_s02", "accent": "australian"}
american_s01_205|the brown house was on fire to the attic|the brown house was on fire to the attic|{"speaker": "american_s01", "accent": "american"}
british_s01_576|a brown leather bag hung from its strap|a brown leather bag hung from its strap|{"speaker": "british_s01", "accent": "british"}
american_s08_576|a brown leather bag hung from its strap|a brown leather bag hung from its strap|{"speaker": "american_s08", "accent": "american"}
british_s02_576|a brown leather bag hung from its strap|a brown leather bag hung from its strap|{"speaker": "british_s02", "accent": "british"}
american_s04_576|a brown leather bag hung from its strap|a brown leather bag hung from its strap|{"speaker": "american_s04", "accent": "american"}
american_s03_576|a brown leather bag hung from its strap|a brown leather bag hung from its strap|{"speaker": "american_s03", "accent": "american"}
american_s02_576|a brown leather bag hung from its strap|a brown leather bag hung from its strap|{"speaker": "american_s02", "accent": "american"}
american_s06_576|a brown leather bag hung from its strap|a brown leather bag hung from its strap|{"speaker": "american_s06", "accent": "american"}
australian_s02_576|a brown leather bag hung from its strap|a brown leather bag hung from its strap|{"speaker": "australian_s02", "accent": "australian"}
american_s07_576|a brown leather bag hung from its strap|a brown leather bag hung from its strap|{"speaker": "american_s07", "accent": "american"}
indian_s02_576|a brown leather bag hung from its strap|a brown leather bag hung from its strap|{"speaker": "indian_s02", "accent": "indian"}
australian_s01_576|a brown leather bag hung from its strap|a brown leather bag hung from its strap|{"speaker": "australian_s01", "accent": "australian"}
malayalam_s01_611|the brown house was on fire to the attic|the brown house was on fire to the attic|{"speaker": "malayalam_s01", "accent": "malayalam"}
american_s04_475|the bunch of grapes was pressed into wine|the bunch of grapes was pressed into wine|{"speaker": "american_s04", "accent": "american"}
malayalam_s03_065|her purse was full of useless trash|her purse was full of useless trash|{"speaker": "malayalam_s03", "accent": "malayalam"}
malayalam_s03_075|her purse was full of useless trash|her purse was full of useless trash|{"speaker": "malayalam_s03", "accent": "malayalam"}
malayalam_s03_085|her purse was full of useless trash|her purse was full of useless trash|{"speaker": "malayalam_s03", "accent": "malayalam"}
american_s07_358|a castle built from sand fails to endure|a castle built from sand fails to endure|{"speaker": "american_s07", "accent": "american"}
american_s05_358|a castle built from sand fails to endure|a castle built from sand fails to endure|{"speaker": "american_s05", "accent": "american"}
american_s02_358|a castle built from sand fails to endure|a castle built from sand fails to endure|{"speaker": "american_s02", "accent": "american"}
american_s03_358|a castle built from sand fails to endure|a castle built from sand fails to endure|{"speaker": "american_s03", "accent": "american"}
american_s08_358|a castle built from sand fails to endure|a castle built from sand fails to endure|{"speaker": "american_s08", "accent": "american"}
indian_s01_358|a castle built from sand fails to endure|a castle built from sand fails to endure|{"speaker": "indian_s01", "accent": "indian"}
american_s04_358|a castle built from sand fails to endure|a castle built from sand fails to endure|{"speaker": "american_s04", "accent": "american"}
australian_s01_358|a castle built from sand fails to endure|a castle built from sand fails to endure|{"speaker": "australian_s01", "accent": "australian"}
american_s06_358|a castle built from sand fails to endure|a castle built from sand fails to endure|{"speaker": "american_s06", "accent": "american"}
malayalam_s01_213|a tame squirrel makes a nice pet|a tame squirrel makes a nice pet|{"speaker": "malayalam_s01", "accent": "malayalam"}
malayalam_s01_233|a tame squirrel makes a nice pet|a tame squirrel makes a nice pet|{"speaker": "malayalam_s01", "accent": "malayalam"}
american_s01_581|the child crawled into the dense grass|the child crawled into the dense grass|{"speaker": "american_s01", "accent": "american"}
american_s01_176|the child almost hurt the small dog|the child almost hurt the small dog|{"speaker": "american_s01", "accent": "american"}
indian_s01_359|a child's wit saved the day for us|a child's wit saved the day for us|{"speaker": "indian_s01", "accent": "indian"}
american_s04_359|a child's wit saved the day for us|a child's wit saved the day for us|{"speaker": "american_s04", "accent": "american"}
american_s06_359|a child's wit saved the day for us|a child's wit saved the day for us|{"speaker": "american_s06", "accent": "american"}
australian_s01_359|a child's wit saved the day for us|a child's wit saved the day for us|{"speaker": "australian_s01", "accent": "australian"}
american_s01_359|a child's wit saved the day for us|a child's wit saved the day for us|{"speaker": "american_s01", "accent": "american"}
american_s05_359|a child's wit saved the day for us|a child's wit saved the day for us|{"speaker": "american_s05", "accent": "american"}
american_s07_359|a child's wit saved the day for us|a child's wit saved the day for us|{"speaker": "american_s07", "accent": "american"}
american_s03_359|a child's wit saved the day for us|a child's wit saved the day for us|{"speaker": "american_s03", "accent": "american"}
american_s02_359|a child's wit saved the day for us|a child's wit saved the day for us|{"speaker": "american_s02", "accent": "american"}
american_s08_359|a child's wit saved the day for us|a child's wit saved the day for us|{"speaker": "american_s08", "accent": "american"}
australian_s02_359|a child's wit saved the day for us|a child's wit saved the day for us|{"speaker": "australian_s02", "accent": "australian"}
british_s01_359|a child's wit saved the day for us|a child's wit saved the day for us|{"speaker": "british_s01", "accent": "british"}
indian_s02_426|a chink in the wall allowed a draft to blow|a chink in the wall allowed a draft to blow|{"speaker": "indian_s02", "accent": "indian"}
american_s02_426|a chink in the wall allowed a draft to blow|a chink in the wall allowed a draft to blow|{"speaker": "american_s02", "accent": "american"}
american_s05_426|a chink in the wall allowed a draft to blow|a chink in the wall allowed a draft to blow|{"speaker": "american_s05", "accent": "american"}
